alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -580.511838, 3965489.713867
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 29972.868746, 7900930.090125
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 64035.032151, 48789324.029485
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 98935.834219, 90134286.645750
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 135066.853938, 223749490.008863
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 164869.652936, 260521604.863774
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 200360.955438, 386646149.887223
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 232259.368968, 559113416.172929
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 266708.865306, 760212325.992443
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 303651.049457, 958644338.927437
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 329347.036021, 980778606.544410
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 367187.135634, 1311577471.487461
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 396726.301475, 1501008725.129188
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 431125.355917, 1809829937.560907
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 468006.903894, 2064191610.180584
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 498817.103232, 2357781669.587706
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 533094.412254, 2687051885.235485
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 565538.480419, 3045276511.416573
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 600489.382540, 3576553064.407533
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 633163.254413, 3731814381.455913
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 666101.008930, 4229526068.917271
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 701701.999949, 4778546909.776358
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 735642.818516, 5200720708.690177
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 765981.437021, 5666551563.061569
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 797351.932197, 6190006927.579545
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 831930.014579, 6280938272.226419
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 865323.204150, 7149691777.817769
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 902027.366368, 8059466742.438367
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 931892.890626, 8173246434.110525
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 969022.057156, 9411025354.758865
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 999754.882614, 9675389728.763870
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1033808.144503, 10147360257.015501
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1069766.976464, 11039249610.870787
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1100374.736913, 11838539438.078938
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1131281.356747, 11782148251.231621
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1166594.423240, 13109655138.292549
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1203488.774836, 13743111449.853365
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -2122.399894, 43234.458256
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 331959.064912, 1057656532.241131
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 666040.529718, 4257718121.528736
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1000121.994524, 9600228002.321514
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1334203.459330, 17085186174.618294
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -2408.736933, 863512.652879
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 332284.086158, 1076968854.389480
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 665887.537123, 4246173823.082535
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 999771.011215, 9572541200.178619
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1333893.055922, 17002386423.240843
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -1827.294703, 136432.940026
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 331638.323221, 1070178145.024986
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 664718.037410, 4221887108.319825
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1000306.715263, 9485480584.771580
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1335042.293883, 17177299177.788834
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -1973.040120, 217783.091451
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 333799.921633, 1120063031.800094
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 666321.152239, 4293542961.797673
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1003291.646986, 9861776816.179956
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1333535.117789, 16930750008.872904
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -3614.806610, 783697.735005
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 328546.575733, 902093372.119247
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 667578.163489, 4290586624.682631
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1000212.948737, 9512420310.797506
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1335159.359558, 17573517389.370808
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 503.548273, 5378499.881708
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 333377.610030, 1059867754.159465
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 661723.309332, 3744699775.415865
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 999320.106120, 9461834040.135311
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1336177.291293, 17413986453.248062
